species,genus,family
Eumachia abrupta,Eumachia,Rubiaceae
Eumachia ovoidea,Eumachia,Rubiaceae
Eumachia viridicalyx,Eumachia,Rubiaceae
Coffea kapakata,Coffea,Rubiaceae
Leptopetalum foetidum,Leptopetalum,Rubiaceae
Ridsdalea attopevensis,Ridsdalea,Rubiaceae
Coffea myrtifolia,Coffea,Rubiaceae
Zygostigma australe,Zygostigma,Gentianaceae
Bobea myrtoides,Bobea,Rubiaceae
Guettarda odorata,Guettarda,Rubiaceae
Bobea timonioides,Bobea,Rubiaceae
Oxyceros kunstleri,Oxyceros,Rubiaceae
Oxyceros rugulosus,Oxyceros,Rubiaceae
Rytigynia nigerica,Rytigynia,Rubiaceae
Odontadenia semidigyna,Odontadenia,Apocynaceae
Ruehssia paraibana,Ruehssia,Apocynaceae
Forsteronia linearis,Forsteronia,Apocynaceae
Adolphoduckea maynensis,Adolphoduckea,Rubiaceae
Rytigynia congesta,Rytigynia,Rubiaceae
Ruehssia troyana,Ruehssia,Apocynaceae
Coutaportla ghiesbreghtiana,Coutaportla,Rubiaceae
Chomelia bella,Chomelia,Rubiaceae
Chomelia longituba,Chomelia,Rubiaceae
Ruehssia weddellii,Ruehssia,Apocynaceae
Carpacoce heteromorpha,Carpacoce,Rubiaceae
Schultesia guianensis,Schultesia,Gentianaceae
Ditassa buntingii,Ditassa,Apocynaceae
Paracarphalea angulata,Paracarphalea,Rubiaceae
Ditassa colellae,Ditassa,Apocynaceae
Ditassa longicaulis,Ditassa,Apocynaceae
Oxypetalum polyanthum,Oxypetalum,Apocynaceae
Saldinia boiviniana,Saldinia,Rubiaceae
Urceola densiflora,Urceola,Apocynaceae
Tarenna stellulata,Tarenna,Rubiaceae
Oxypetalum hoehnei,Oxypetalum,Apocynaceae
Rubia tenuissima,Rubia,Rubiaceae
Tarenna maingayi,Tarenna,Rubiaceae
Asclepias brevicuspis,Asclepias,Apocynaceae
Deianira cordifolia,Deianira,Gentianaceae
Pseudolachnostoma brasiliense,Pseudolachnostoma,Apocynaceae
Eustoma russellianum,Eustoma,Gentianaceae
Rauvolfia hookeri,Rauvolfia,Apocynaceae
Leptostigma reptans,Leptostigma,Rubiaceae
Sherbournia millenii,Sherbournia,Rubiaceae
Frasera gypsicola,Frasera,Gentianaceae
Amphidasya ambigua,Amphidasya,Rubiaceae
Mandevilla longiflora,Mandevilla,Apocynaceae
Mandevilla bahiensis,Mandevilla,Apocynaceae
Atractocarpus benthamianus,Atractocarpus,Rubiaceae
Dolichopentas lindenioides,Dolichopentas,Rubiaceae
Mandevilla petraea,Mandevilla,Apocynaceae
Melodinus vitiensis,Melodinus,Apocynaceae
Pittoniotis protracta,Pittoniotis,Rubiaceae
Atractocarpus fitzalanii,Atractocarpus,Rubiaceae
Cyclophyllum fragrans,Cyclophyllum,Rubiaceae
Atractocarpus obscurinervius,Atractocarpus,Rubiaceae
Cynanchum malampayae,Cynanchum,Apocynaceae
Vallaris indecora,Vallaris,Apocynaceae
Afrocanthium keniense,Afrocanthium,Rubiaceae
Catunaregam oocarpa,Catunaregam,Rubiaceae
Telosma procumbens,Telosma,Apocynaceae
Catunaregam longispina,Catunaregam,Rubiaceae
Cynanchum antsiranense,Cynanchum,Apocynaceae
Cynanchum vanlessenii,Cynanchum,Apocynaceae
Afrocanthium pseudorandii,Afrocanthium,Rubiaceae
Cynanchum daltonii,Cynanchum,Apocynaceae
Ceropegia tenuior,Ceropegia,Apocynaceae
Retiniphyllum laxiflorum,Retiniphyllum,Rubiaceae
Plocama jolana,Plocama,Rubiaceae
Neanotis gracilis,Neanotis,Rubiaceae
Neanotis oxyphylla,Neanotis,Rubiaceae
Ceropegia neo-omissa,Ceropegia,Apocynaceae
Swertia macrosperma,Swertia,Gentianaceae
Ceropegia montiphila,Ceropegia,Apocynaceae
Kadua nukuhivensis,Kadua,Rubiaceae
Kadua degeneri,Kadua,Rubiaceae
Psychotria mariniana,Psychotria,Rubiaceae
Meyna pubescens,Meyna,Rubiaceae
Exochaenium perparvum,Exochaenium,Gentianaceae
Psychotria welwitschii,Psychotria,Rubiaceae
Psychotria sellowiana,Psychotria,Rubiaceae
Psychotria rosmarinifolia,Psychotria,Rubiaceae
Psychotria srilankensis,Psychotria,Rubiaceae
Psychotria semperflorens,Psychotria,Rubiaceae
Psychotria andapae,Psychotria,Rubiaceae
Psychotria ratovoarisonii,Psychotria,Rubiaceae
Exochaenium oliganthum,Exochaenium,Gentianaceae
Larryleachia picta,Larryleachia,Apocynaceae
Psychotria luzoniensis,Psychotria,Rubiaceae
Psychotria rubropedicellata,Psychotria,Rubiaceae
Psychotria chonantha,Psychotria,Rubiaceae
Larryleachia marlothii,Larryleachia,Apocynaceae
Psychotria ankafinensis,Psychotria,Rubiaceae
Psychotria holtzii,Psychotria,Rubiaceae
Psychotria ankarensis,Psychotria,Rubiaceae
Psychotria nilgiriensis,Psychotria,Rubiaceae
Quaqua aurea,Quaqua,Apocynaceae
Manettia bangii,Manettia,Rubiaceae
Gaertnera madagascariensis,Gaertnera,Rubiaceae
Asperula pulchella,Asperula,Rubiaceae
Empogona macrophylla,Empogona,Rubiaceae
Desmidorchis adenensis,Desmidorchis,Apocynaceae
Ferdinandusa elliptica,Ferdinandusa,Rubiaceae
Minaria micromeria,Minaria,Apocynaceae
Ferdinandusa speciosa,Ferdinandusa,Rubiaceae
Ochreinauclea missionis,Ochreinauclea,Rubiaceae
Cyanoneuron cyaneum,Cyanoneuron,Rubiaceae
Ixora vandersticheleorum,Ixora,Rubiaceae
Canscora tetraptera,Canscora,Gentianaceae
Huernia blyderiverensis,Huernia,Apocynaceae
Tinadendron kajewskii,Tinadendron,Rubiaceae
Bremeria trichophlebia,Bremeria,Rubiaceae
Pseudopyxis heterophylla,Pseudopyxis,Rubiaceae
Cynanchica pyrenaica,Cynanchica,Rubiaceae
Hedyotis ramarowii,Hedyotis,Rubiaceae
Landolphia jumellei,Landolphia,Apocynaceae
Amphiasma divaricatum,Amphiasma,Rubiaceae
Hedyotis gentianifolia,Hedyotis,Rubiaceae
Hedyotis bourdillonii,Hedyotis,Rubiaceae
Crusea megalocarpa,Crusea,Rubiaceae
Tabernaemontana hystrix,Tabernaemontana,Apocynaceae
Gongronemopsis tenacissima,Gongronemopsis,Apocynaceae
Edrastima trinervia,Edrastima,Rubiaceae
Paranotis pterospora,Paranotis,Rubiaceae
Scleromitrion pinifolium,Scleromitrion,Rubiaceae
Funastrum clausum,Funastrum,Apocynaceae
Nauclea gilletii,Nauclea,Rubiaceae
Guettardella ioensis,Guettardella,Rubiaceae
Symphyllophyton sucreanum,Symphyllophyton,Gentianaceae
Sericanthe auriculata,Sericanthe,Rubiaceae
Ochrosia moorei,Ochrosia,Apocynaceae
Palicourea muscosa,Palicourea,Rubiaceae
Palicourea cyanococca,Palicourea,Rubiaceae
Palicourea blepharophora,Palicourea,Rubiaceae
Palicourea reticulata,Palicourea,Rubiaceae
Secamone schimperiana,Secamone,Apocynaceae
Palicourea campyloneuroides,Palicourea,Rubiaceae
Neuburgia novocaledonica,Neuburgia,Loganiaceae
Ibatia cumanensis,Ibatia,Apocynaceae
Palicourea imthurniana,Palicourea,Rubiaceae
Palicourea octocuspis,Palicourea,Rubiaceae
Palicourea rhodothamna,Palicourea,Rubiaceae
Palicourea trichophora,Palicourea,Rubiaceae
Suberanthus pungens,Suberanthus,Rubiaceae
Palicourea amplectens,Palicourea,Rubiaceae
Palicourea cymosa,Palicourea,Rubiaceae
Richardia pectidifolia,Richardia,Rubiaceae
Lachnostoma uribei,Lachnostoma,Apocynaceae
Palicourea aschersoniana,Palicourea,Rubiaceae
Palicourea anisopoda,Palicourea,Rubiaceae
Palicourea piresii,Palicourea,Rubiaceae
Diplolepis viridis,Diplolepis,Apocynaceae
Simira salvadorensis,Simira,Rubiaceae
Paederia farinosa,Paederia,Rubiaceae
Cordiera pilosa,Cordiera,Rubiaceae
Simira corumbensis,Simira,Rubiaceae
Martensianthus viticellus,Martensianthus,Rubiaceae
Matelea diversifolia,Matelea,Apocynaceae
Pauridiantha dewevrei,Pauridiantha,Rubiaceae
Pauridiantha floribunda,Pauridiantha,Rubiaceae
Tripterospermum lanceolatum,Tripterospermum,Gentianaceae
Canthium ciliatum,Canthium,Rubiaceae
Stephanotis volubilis,Stephanotis,Apocynaceae
Spermacoce kirkii,Spermacoce,Rubiaceae
Spermacoce aristeguietana,Spermacoce,Rubiaceae
Jobinia connivens,Jobinia,Apocynaceae
Aidia congesta,Aidia,Rubiaceae
Spermacoce multiflora,Spermacoce,Rubiaceae
Spermacoce filifolia,Spermacoce,Rubiaceae
Spermacoce bangweolensis,Spermacoce,Rubiaceae
Pentopetia grevei,Pentopetia,Apocynaceae
Aidia bakeri,Aidia,Rubiaceae
Leichhardtia brevis,Leichhardtia,Apocynaceae
Leichhardtia paulforsteri,Leichhardtia,Apocynaceae
Vangueriella laxiflora,Vangueriella,Rubiaceae
Vangueriella olacifolia,Vangueriella,Rubiaceae
Pachycarpus grantii,Pachycarpus,Apocynaceae
Augusta rivalis,Augusta,Rubiaceae
Pachycarpus scaber,Pachycarpus,Apocynaceae
Rennellia condensa,Rennellia,Rubiaceae
Aspidoglossum delagoense,Aspidoglossum,Apocynaceae
Psydrax lamprophyllus,Psydrax,Rubiaceae
Psydrax approximatus,Psydrax,Rubiaceae
Gynochthodes polyneura,Gynochthodes,Rubiaceae
Timonius finlaysonianus,Timonius,Rubiaceae
Timonius scabriflorus,Timonius,Rubiaceae
Cryptolepis javanica,Cryptolepis,Apocynaceae
Cryptolepis socotrana,Cryptolepis,Apocynaceae
Gynochthodes trimera,Gynochthodes,Rubiaceae
Psydrax splendens,Psydrax,Rubiaceae
Lasianthus wightianus,Lasianthus,Rubiaceae
Prestonia cayennensis,Prestonia,Apocynaceae
Pavetta nova-guineensis,Pavetta,Rubiaceae
Celiantha chimantensis,Celiantha,Gentianaceae
Lasianthus hispidulus,Lasianthus,Rubiaceae
Geniostoma kaalae,Geniostoma,Loganiaceae
Helia alata,Helia,Gentianaceae
Philibertia suberecta,Philibertia,Apocynaceae
Phyllanthera grayi,Phyllanthera,Apocynaceae
Knoxia hedyotoidea,Knoxia,Rubiaceae
Philibertia subnivea,Philibertia,Apocynaceae
Phyllopentas ulugurica,Phyllopentas,Rubiaceae
Leptadenia lanceolata,Leptadenia,Apocynaceae
Exallage cristata,Exallage,Rubiaceae
Exallage buruensis,Exallage,Rubiaceae
Alibertia patinoi,Alibertia,Rubiaceae
Rothmannia engleriana,Rothmannia,Rubiaceae
Exallage insularis,Exallage,Rubiaceae
Hyperacanthus perrieri,Hyperacanthus,Rubiaceae
Exallage pachycarpa,Exallage,Rubiaceae
Halenia asclepiadea,Halenia,Gentianaceae
Dolichocarpa spermacocoides,Dolichocarpa,Rubiaceae
Prismatomeris beccariana,Prismatomeris,Rubiaceae
Gentianella astonii,Gentianella,Gentianaceae
Gentianella lythroides,Gentianella,Gentianaceae
Gentianella lilliputiana,Gentianella,Gentianaceae
Sicyocarpus cordifolius,Sicyocarpus,Apocynaceae
Gentianella tarapacana,Gentianella,Gentianaceae
Gentianella riojae,Gentianella,Gentianaceae
Carissa tetramera,Carissa,Apocynaceae
Wendlandia longidens,Wendlandia,Rubiaceae
Stenostomum abbreviatum,Stenostomum,Rubiaceae
Gentianella dielsiana,Gentianella,Gentianaceae
Gentianella graminea,Gentianella,Gentianaceae
Gentianella gunniana,Gentianella,Gentianaceae
Gentianella albidocoerulea,Gentianella,Gentianaceae
Gentianella × macrocalyx,Gentianella,Gentianaceae
Gentianella barringtonensis,Gentianella,Gentianaceae
Stenostomum lucidum,Stenostomum,Rubiaceae
Gentianella radicata,Gentianella,Gentianaceae
Tournefortiopsis dependens,Tournefortiopsis,Rubiaceae
Vincetoxicum belostemma,Vincetoxicum,Apocynaceae
Dolianthus subalpinus,Dolianthus,Rubiaceae
Vincetoxicum badium,Vincetoxicum,Apocynaceae
Vincetoxicum rotundifolium,Vincetoxicum,Apocynaceae
Gonzalagunia asperula,Gonzalagunia,Rubiaceae
Vincetoxicum adnatum,Vincetoxicum,Apocynaceae
Vincetoxicum leschenaultii,Vincetoxicum,Apocynaceae
Vincetoxicum wangii,Vincetoxicum,Apocynaceae
Vincetoxicum capparidifolium,Vincetoxicum,Apocynaceae
Molongum laxum,Molongum,Apocynaceae
Vincetoxicum aristolochioides,Vincetoxicum,Apocynaceae
Vincetoxicum laxiforme,Vincetoxicum,Apocynaceae
Triflorensia ixoroides,Triflorensia,Rubiaceae
Vincetoxicum henryanum,Vincetoxicum,Apocynaceae
Diodia barbata,Diodia,Rubiaceae
Orbea semota,Orbea,Apocynaceae
Ophiorrhiza longibracteata,Ophiorrhiza,Rubiaceae
Cruciata pedemontana,Cruciata,Rubiaceae
Ophiorrhiza robbrechtii,Ophiorrhiza,Rubiaceae
Posoqueria latifolia,Posoqueria,Rubiaceae
Pyrostria cochinchinensis,Pyrostria,Rubiaceae
Ophiorrhiza exigua,Ophiorrhiza,Rubiaceae
Sabicea gabonica,Sabicea,Rubiaceae
Praravinia quadribracteolata,Praravinia,Rubiaceae
Praravinia glabra,Praravinia,Rubiaceae
Arachnothryx euryphylla,Arachnothryx,Rubiaceae
Arachnothryx scabra,Arachnothryx,Rubiaceae
Gentiana clarkei,Gentiana,Gentianaceae
Arachnothryx chimboracensis,Arachnothryx,Rubiaceae
Chassalia javanica,Chassalia,Rubiaceae
Sipanea biflora,Sipanea,Rubiaceae
Ridsdalea nigrescens,Ridsdalea,Rubiaceae
Chamaeclitandra henriquesiana,Chamaeclitandra,Apocynaceae
Cascabela pinifolia,Cascabela,Apocynaceae
Chthamalia ojadapantha,Chthamalia,Apocynaceae
Lisianthius silenifolius,Lisianthius,Gentianaceae
Lisianthius skinneri,Lisianthius,Gentianaceae
Graciemoriana gracieae,Graciemoriana,Apocynaceae
Ruehssia pickelii,Ruehssia,Apocynaceae
Ruehssia serpentina,Ruehssia,Apocynaceae
Xanthophytum semiorbiculare,Xanthophytum,Rubiaceae
Chomelia caurensis,Chomelia,Rubiaceae
Mycetia tonkinensis,Mycetia,Rubiaceae
Calycosia lageniformis,Calycosia,Rubiaceae
Mycetia hirsuta,Mycetia,Rubiaceae
Urceola laevis,Urceola,Apocynaceae
Tarenna monosperma,Tarenna,Rubiaceae
Tarenna wrayi,Tarenna,Rubiaceae
Tarenna precidantenna,Tarenna,Rubiaceae
Agouticarpa curviflora,Agouticarpa,Rubiaceae
Schradera monantha,Schradera,Rubiaceae
Coccocypselum capitatum,Coccocypselum,Rubiaceae
Kutchubaea oocarpa,Kutchubaea,Rubiaceae
Coptosperma madagascariense,Coptosperma,Rubiaceae
Peruviasclepias aliciae,Peruviasclepias,Apocynaceae
Aspidonepsis flava,Aspidonepsis,Apocynaceae
Oncinotis glabrata,Oncinotis,Apocynaceae
Isertia longifolia,Isertia,Rubiaceae
Atrostemma riparium,Atrostemma,Apocynaceae
Mandevilla acutiloba,Mandevilla,Apocynaceae
Mandevilla illustris,Mandevilla,Apocynaceae
Cynanchum foetidum,Cynanchum,Apocynaceae
Cynanchum socotranum,Cynanchum,Apocynaceae
Peponidium densiflorum,Peponidium,Rubiaceae
Cynanchum humbert-capuronii,Cynanchum,Apocynaceae
Afrocanthium gilfillanii,Afrocanthium,Rubiaceae
Cynanchum fimbricoronum,Cynanchum,Apocynaceae
Cynanchum junciforme,Cynanchum,Apocynaceae
Telosma cordata,Telosma,Apocynaceae
Mitrasacme squamigera,Mitrasacme,Loganiaceae
Swertia alata,Swertia,Gentianaceae
Fischeria billbergiana,Fischeria,Apocynaceae
Ceropegia brevipedicellata,Ceropegia,Apocynaceae
Coptophyllum fulvum,Coptophyllum,Rubiaceae
Ceriscoides curranii,Ceriscoides,Rubiaceae
Coptophyllum simalurense,Coptophyllum,Rubiaceae
Ceropegia coddii,Ceropegia,Apocynaceae
Exochaenium macropterum,Exochaenium,Gentianaceae
Psychotria charlotteana,Psychotria,Rubiaceae
Psychotria sagittalis,Psychotria,Rubiaceae
Psychotria camptopus,Psychotria,Rubiaceae
Galium cliftonsmithii,Galium,Rubiaceae
Psychotria thailandensis,Psychotria,Rubiaceae
Psychotria atsinanana,Psychotria,Rubiaceae
Psychotria crispulifolia,Psychotria,Rubiaceae
Psychotria biaurita,Psychotria,Rubiaceae
Galium nuttallii,Galium,Rubiaceae
Coprosma kauensis,Coprosma,Rubiaceae
Desmidorchis foetida,Desmidorchis,Apocynaceae
Quaqua bayeriana,Quaqua,Apocynaceae
Minaria abortiva,Minaria,Apocynaceae
Empogona bequaertii,Empogona,Rubiaceae
Coprosma linariifolia,Coprosma,Rubiaceae
Brenania brieyi,Brenania,Rubiaceae
Bremeria erectiloba,Bremeria,Rubiaceae
Alyxia fascicularis,Alyxia,Apocynaceae
Cynanchica carpatica,Cynanchica,Rubiaceae
Landolphia subrepanda,Landolphia,Apocynaceae
Hypobathrum racemosum,Hypobathrum,Rubiaceae
Pleiocoryne fernandensis,Pleiocoryne,Rubiaceae
Angadenia lindeniana,Angadenia,Apocynaceae
Hoya rundumensis,Hoya,Apocynaceae
Mussaenda hirsutissima,Mussaenda,Rubiaceae
Phylohydrax madagascariensis,Phylohydrax,Rubiaceae
Gongronemopsis philippinensis,Gongronemopsis,Apocynaceae
Lacmellea floribunda,Lacmellea,Apocynaceae
Benkara miquelii,Benkara,Rubiaceae
Tabernaemontana capuronii,Tabernaemontana,Apocynaceae
Tabernaemontana psorocarpa,Tabernaemontana,Apocynaceae
Eumachia rotundifolia,Eumachia,Rubiaceae
Eumachia paupertina,Eumachia,Rubiaceae
Sericanthe chevalieri,Sericanthe,Rubiaceae
Trachelospermum jasminoides,Trachelospermum,Apocynaceae
Palicourea zevallosii,Palicourea,Rubiaceae
Palicourea caerulea,Palicourea,Rubiaceae
Palicourea hyalina,Palicourea,Rubiaceae
Palicourea polymorpha,Palicourea,Rubiaceae
Aoranthe castaneofulva,Aoranthe,Rubiaceae
Palicourea tinctoria,Palicourea,Rubiaceae
Ibatia elliptica,Ibatia,Apocynaceae
Palicourea violacea,Palicourea,Rubiaceae
Coussarea macrophylla,Coussarea,Rubiaceae
Palicourea obovata,Palicourea,Rubiaceae
Palicourea nautensis,Palicourea,Rubiaceae
Richardia stellaris,Richardia,Rubiaceae
Diplolepis myrtifolia,Diplolepis,Apocynaceae
Laubertia contorta,Laubertia,Apocynaceae
Baissea major,Baissea,Apocynaceae
Matelea haitiensis,Matelea,Apocynaceae
Pauridiantha insularis,Pauridiantha,Rubiaceae
Kailarsenia tentaculata,Kailarsenia,Rubiaceae
Sphinctanthus polycarpus,Sphinctanthus,Rubiaceae
Stephanococcus crepinianus,Stephanococcus,Rubiaceae
Canthium armatum,Canthium,Rubiaceae
Leichhardtia coronata,Leichhardtia,Apocynaceae
Leichhardtia rostrata,Leichhardtia,Apocynaceae
Jobinia campii,Jobinia,Apocynaceae
Pentopetia albicans,Pentopetia,Apocynaceae
Leichhardtia rara,Leichhardtia,Apocynaceae
Leichhardtia glabrata,Leichhardtia,Apocynaceae
Spermacoce dimorpha,Spermacoce,Rubiaceae
Leichhardtia millariae,Leichhardtia,Apocynaceae
Spermacoce schumanniana,Spermacoce,Rubiaceae
Catharanthus pusillus,Catharanthus,Apocynaceae
Aspidoglossum dissimile,Aspidoglossum,Apocynaceae
Pachycarpus robustus,Pachycarpus,Apocynaceae
Schmidtottia neglecta,Schmidtottia,Rubiaceae
Gonolobus aristolochiifolius,Gonolobus,Apocynaceae
Nostolachma crassifolia,Nostolachma,Rubiaceae
Galianthe angustifolia,Galianthe,Rubiaceae
Morinda morindoides,Morinda,Rubiaceae
Gynochthodes grayi,Gynochthodes,Rubiaceae
Scolosanthus acanthodes,Scolosanthus,Rubiaceae
Psydrax arnoldianus,Psydrax,Rubiaceae
Himalrandia tetrasperma,Himalrandia,Rubiaceae
Dischidia imbricata,Dischidia,Apocynaceae
Psydrax graciliflorus,Psydrax,Rubiaceae
Sabatia angularis,Sabatia,Gentianaceae
Gynochthodes suratmanii,Gynochthodes,Rubiaceae
Galianthe centranthoides,Galianthe,Rubiaceae
Dischidia mariae,Dischidia,Apocynaceae
Gynochthodes artensis,Gynochthodes,Rubiaceae
Gynochthodes boninensis,Gynochthodes,Rubiaceae
Psydrax esirensis,Psydrax,Rubiaceae
Scyphostelma serpyllifolium,Scyphostelma,Apocynaceae
Vidalasia fusca,Vidalasia,Rubiaceae
Pavetta capensis,Pavetta,Rubiaceae
Echidnopsis multangula,Echidnopsis,Apocynaceae
Tassadia medinae,Tassadia,Apocynaceae
Pavetta ternifolia,Pavetta,Rubiaceae
Centaurium littorale,Centaurium,Gentianaceae
Orianthera callosa,Orianthera,Loganiaceae
Centaurium chloodes,Centaurium,Gentianaceae
Pavetta loandensis,Pavetta,Rubiaceae
Kuepferia doxiongshangensis,Kuepferia,Gentianaceae
Helia viridiflora,Helia,Gentianaceae
Phyllopentas austro-orientalis,Phyllopentas,Rubiaceae
Philibertia cionophora,Philibertia,Apocynaceae
Philibertia peruviana,Philibertia,Apocynaceae
Philibertia latiflora,Philibertia,Apocynaceae
Randia martinicensis,Randia,Rubiaceae
Comastoma pulmonarium,Comastoma,Gentianaceae
Rothmannia fischeri,Rothmannia,Rubiaceae
Carapichea galbaoensis,Carapichea,Rubiaceae
Carapichea necopinata,Carapichea,Rubiaceae
Halenia plantaginea,Halenia,Gentianaceae
Gentianella pulla,Gentianella,Gentianaceae
Gentianella biebersteinii,Gentianella,Gentianaceae
Stenostomum oliganthum,Stenostomum,Rubiaceae
Stenotis mucronata,Stenotis,Rubiaceae
Gentianella junussovii,Gentianella,Gentianaceae
Gentianella bulgarica,Gentianella,Gentianaceae
Gentianella wislizeni,Gentianella,Gentianaceae
Gentianella rima,Gentianella,Gentianaceae
Gentianella vernicosa,Gentianella,Gentianaceae
Gentianella fastigiata,Gentianella,Gentianaceae
Vincetoxicum yamanakae,Vincetoxicum,Apocynaceae
Vincetoxicum biglandulosum,Vincetoxicum,Apocynaceae
Vincetoxicum pierrei,Vincetoxicum,Apocynaceae
Virectaria major,Virectaria,Rubiaceae
Vincetoxicum tsiangii,Vincetoxicum,Apocynaceae
Orbea verrucosa,Orbea,Apocynaceae
Vincetoxicum silvestre,Vincetoxicum,Apocynaceae
Orbea albocastanea,Orbea,Apocynaceae
Antherostele banahaensis,Antherostele,Rubiaceae
Tricalysia lasiodelphys,Tricalysia,Rubiaceae
Vincetoxicum nanum,Vincetoxicum,Apocynaceae
Vincetoxicum cernuum,Vincetoxicum,Apocynaceae
Vincetoxicum indicum,Vincetoxicum,Apocynaceae
Vincetoxicum shaanxiense,Vincetoxicum,Apocynaceae
Remijia aracamuniensis,Remijia,Rubiaceae
Dolianthus bicolor,Dolianthus,Rubiaceae
Vincetoxicum tsaii,Vincetoxicum,Apocynaceae
Curtia intermedia,Curtia,Gentianaceae
Oldenlandia accedens,Oldenlandia,Rubiaceae
Oldenlandia salzmannii,Oldenlandia,Rubiaceae
Xysmalobium carinatum,Xysmalobium,Apocynaceae
Pyrostria asosa,Pyrostria,Rubiaceae
Oldenlandia tenella,Oldenlandia,Rubiaceae
Gentiana taiwanica,Gentiana,Gentianaceae
Arachnothryx monteverdensis,Arachnothryx,Rubiaceae
Chassalia subnuda,Chassalia,Rubiaceae
Exacum nanum,Exacum,Gentianaceae
Exacum trinervium,Exacum,Gentianaceae
Arachnothryx gracilispica,Arachnothryx,Rubiaceae
Greenea commersonii,Greenea,Rubiaceae
Praravinia havilandii,Praravinia,Rubiaceae
Eumachia albert-smithii,Eumachia,Rubiaceae
Ridsdalea eucodon,Ridsdalea,Rubiaceae
Parsonsia sanguinea,Parsonsia,Apocynaceae
Eumachia pallidinervia,Eumachia,Rubiaceae
Eumachia aneityensis,Eumachia,Rubiaceae
Scleromitrion kerrii,Scleromitrion,Rubiaceae
Ridsdalea negrosensis,Ridsdalea,Rubiaceae
Ridsdalea vidalii,Ridsdalea,Rubiaceae
Machaonia cymosa,Machaonia,Rubiaceae
Eumachia haematocarpa,Eumachia,Rubiaceae
Pentanisia arenaria,Pentanisia,Rubiaceae
Parsonsia oligantha,Parsonsia,Apocynaceae
Calycophyllum candidissimum,Calycophyllum,Rubiaceae
Funastrum utahense,Funastrum,Apocynaceae
Hexaphylla rupestris,Hexaphylla,Rubiaceae
Neomussaenda xanthophytoides,Neomussaenda,Rubiaceae
Tweedia birostrata,Tweedia,Apocynaceae
Paraknoxia parviflora,Paraknoxia,Rubiaceae
Bobea sandwicensis,Bobea,Rubiaceae
Malouetia guianensis,Malouetia,Apocynaceae
Rytigynia monantha,Rytigynia,Rubiaceae
Ruehssia mayana,Ruehssia,Apocynaceae
Ruehssia robinsonii,Ruehssia,Apocynaceae
Ruehssia woodburyana,Ruehssia,Apocynaceae
Ruehssia nana,Ruehssia,Apocynaceae
Rytigynia argentea,Rytigynia,Rubiaceae
Rytigynia demeusei,Rytigynia,Rubiaceae
Mycetia griffithii,Mycetia,Rubiaceae
Oxypetalum longipedunculatum,Oxypetalum,Apocynaceae
Tarenna disperma,Tarenna,Rubiaceae
Tarenna junodii,Tarenna,Rubiaceae
Coccochondra phelpsiana,Coccochondra,Rubiaceae
Monolluma cicatricosa,Monolluma,Apocynaceae
Tarenna spiranthera,Tarenna,Rubiaceae
Rubia jesoensis,Rubia,Rubiaceae
Tarenna longipedicellata,Tarenna,Rubiaceae
Asclepias schumanniana,Asclepias,Apocynaceae
Hymenocoleus subipecacuanha,Hymenocoleus,Rubiaceae
Asclepias pseudofimbriata,Asclepias,Apocynaceae
Asclepias compressidens,Asclepias,Apocynaceae
Metastelma sepium,Metastelma,Apocynaceae
Asclepias schlechteri,Asclepias,Apocynaceae
Cerberiopsis obtusifolia,Cerberiopsis,Apocynaceae
Perama parviflora,Perama,Rubiaceae
Bikkia pancheri,Bikkia,Rubiaceae
Orthosia pubescens,Orthosia,Apocynaceae
Coccocypselum condalia,Coccocypselum,Rubiaceae
Houstonia rosea,Houstonia,Rubiaceae
Aspidonepsis cognata,Aspidonepsis,Apocynaceae
Notopleura madida,Notopleura,Rubiaceae
Blackstonia acuminata,Blackstonia,Gentianaceae
Notopleura aggregata,Notopleura,Rubiaceae
Notopleura longipedunculoides,Notopleura,Rubiaceae
